target,feature,n,rho,p
dadj_A9R05_A9P5,n_my_house,150,-0.051603038688284066,0.5305697075872117
dadj_A9R05_A9P5,n_within_1.22,150,-0.05053190000604577,0.5391478649930064
dadj_A9R05_A9P5,n_my,150,-0.05035980239667835,0.5405324854015547
dadj_A9R05_A9P5,best_cluster_selected,150,0.0480074203323838,0.5596332651112955
dadj_A9R05_A9P5,best_cluster_rank,150,-0.046920535742877086,0.5685666388240707
dadj_A9R05_A9P5,n_stones,150,-0.04581945783861231,0.5776848919261625
dadj_A9R05_A9P5,lookahead_gain_mean,150,-0.04574522855128678,0.5783020431622609
dadj_A9R05_A9P5,mean_nn_dist,150,0.04492768392106937,0.5851194199683587
dadj_A9R05_A9P5,frac_draw,150,0.04441100121347865,0.5894469288493105
dadj_A9R05_A9P5,n_types_near_best_050,150,-0.041428710428199546,0.6147058447622649
dadj_A9R05_A9P5,n_near_best_050,150,-0.04067923891381721,0.6211269865003792
dadj_A9R05_A9P5,n_op_house,150,-0.04026882968069501,0.6246553759374011
dadj_A9R05_A9P5,q_iqr,150,0.03764341860795927,0.6474258074246086
dadj_A9R05_A9P5,rho_cluster,149,0.035747732536255246,0.6651454299179999
dadj_A9R05_A9P5,md_screen_loss,150,0.03301302743074089,0.6883815847802552
dadj_A9R05_A9P5,topk_overlap_l0.5,150,-0.03221044346514817,0.6955775812618071
dadj_A9R05_A9P5,rho_cluster_risk_l0.5,149,0.029906362887710675,0.7173069900679315
dadj_A9R05_A9P5,n_op,150,-0.028495212515853532,0.7292341449269168
dadj_A9R05_A9P5,rho_cand_risk_l0.5,149,0.02653702524024178,0.7480177472316984
dadj_A9R05_A9P5,q_sd_median,150,0.02434034079944194,0.7674919745785194
dadj_A9R05_A9P5,frac_hit,150,-0.024277373331955426,0.7680763793476418
dadj_A9R05_A9P5,q_sd_mean,150,0.023010348890796534,0.7798630237003537
dadj_A9R05_A9P5,q_star_minus_median,150,0.02272195824127344,0.7825529317490318
dadj_A9R05_A9P5,n_front_house,150,0.021147687332431803,0.7972812552213902
dadj_A9R05_A9P5,between_range_q,150,0.020665684219447415,0.8018052937152067
dadj_A9R05_A9P5,frac_near_best_050,150,-0.018451285703052125,0.8226718537405888
