target,feature,n,rho,p
d_A9P5_A1,no1_mine,200,0.13277290444282153,0.060898822281842215
d_A9P5_A1,counting_my,200,0.12902191257525036,0.06863325045204317
d_A9P5_A1,topk_overlap_l0.5,200,-0.11798626782225861,0.09612521859357696
d_A9P5_A1,rho_cluster_risk_l0.5,198,-0.116818112814768,0.10121632462716121
d_A9P5_A1,no1_no2_gap,196,-0.10583108366566396,0.1398614391869537
d_A9P5_A1,type_purity,200,-0.10201673557795948,0.15059176629847162
d_A9P5_A1,n_within_0.61,200,0.1015235158264404,0.15258545546356792
d_A9P5_A1,house_diff,200,-0.10146728496367687,0.15281401131575056
d_A9P5_A1,n_back_house,200,0.09365335437666471,0.18714983787207046
d_A9P5_A1,best_type_margin,200,-0.08857455658013393,0.21231143689773727
d_A9P5_A1,within_sd_q,200,0.07822024487939377,0.2709161021990841
d_A9P5_A1,n_op_house,200,0.07494289904299355,0.2915655785205649
d_A9P5_A1,frac_guard,200,-0.07450856612735199,0.2943789301956775
d_A9P5_A1,min_pair_dist,198,-0.07163372725181563,0.31591738594914065
d_A9P5_A1,frac_hit,200,0.0691727121593299,0.33041191128353775
d_A9P5_A1,best_is_rep,200,-0.06850299848559178,0.33512659929527217
d_A9P5_A1,true_top_cluster_selected,200,-0.06714756400117347,0.3447995513832986
d_A9P5_A1,singleton_frac,200,0.06547742329260188,0.35695884610456846
d_A9P5_A1,best_cluster_rank,200,0.06463305347117206,0.36320695995712404
d_A9P5_A1,rho_cand_risk_l0.5,198,-0.06313095610269387,0.37691835617947234
d_A9P5_A1,largest_frac,200,-0.06001025614530177,0.3986052979870524
d_A9P5_A1,n_singleton,200,0.05885031347312037,0.40780068565478544
d_A9P5_A1,n_op,200,0.057404136521847,0.4194391631199882
d_A9P5_A1,mean_cluster_size,200,-0.057297512968101295,0.4203048464854181
d_A9P5_A1,rho_cluster,198,-0.0561219081428733,0.4322633985998615
d_A9P5_A1,lookahead_gain_best,150,-0.055017870249709486,0.5036878900249546
d_A9P5_A1,best_cluster_selected,200,-0.05252429290631559,0.46011360129602935
d_A9P5_A1,best_p_negative,200,-0.05068006022781281,0.4760376183033257
d_A9P5_A1,n_types,200,0.05049731052719138,0.4776317306026718
d_A9P5_A1,best_p_ge2,200,0.046859173939557325,0.5099618470521065
d_A9P5_A1,K_clusters,200,0.046527567459875505,0.5129641297495584
d_A9P5_A1,n_near_best_025,200,-0.046036000596386926,0.5174314091594584
d_A9P5_A1,house_mean_nn_dist,196,-0.045027686923091864,0.5308733437911315
d_A9P5_A1,n_cand,200,0.044920374229646544,0.5276436751193447
d_A9P5_A1,n_cand_ct,200,0.044920374229646544,0.5276436751193447
d_A9P5_A1,n_house,200,0.0441682337761006,0.5345857466196015
d_A9P5_A1,house_density,200,0.0441682337761006,0.5345857466196015
d_A9P5_A1,md_screen_loss,200,0.04386881423890459,0.5373619867495754
d_A9P5_A1,frac_near_best_050,200,-0.043514956334471375,0.5406522255142961
d_A9P5_A1,y_spread,198,0.0434618975148952,0.5432018351077571
d_A9P5_A1,mean_nn_dist,198,-0.04324718856353664,0.5451975932451619
d_A9P5_A1,x_spread,198,0.04093577306551775,0.566908515091844
d_A9P5_A1,q_sd_best,200,-0.04071454054959308,0.567038215078677
d_A9P5_A1,n_stones,200,0.03900683440497526,0.5834234490538419
d_A9P5_A1,remaining,200,-0.035475737585835034,0.617980158737401
d_A9P5_A1,q_sd_mean,200,-0.034603533545832135,0.6266508362704131
d_A9P5_A1,n_within_1.22,200,0.03304536245051787,0.6422683277035569
d_A9P5_A1,frac_draw,200,-0.030989367210235687,0.6631171909951604
d_A9P5_A1,q_gap12,200,-0.030608160197539175,0.6670120695070216
d_A9P5_A1,q_sd_median,200,-0.029758185904723004,0.6757284534693039
d_A9P5_A1,cluster_sd_mean,200,-0.02967318225583739,0.6766025574180464
d_A9P5_A1,best_hist_entropy,200,-0.02739244472669392,0.7002138764990133
